theta1_init,theta2_init,theta1,theta2,x1,y1,x2,y2
0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0
0.0,0.6981317007977318,0.09768804783611484,-0.5232201414871094,0.0975327498523429,-0.9952323159475079,-0.4021393075555155,-1.8614469747046765
0.0,1.3962634015954636,-0.023332956487789387,-0.09528348868040383,-0.02333083936405462,-0.9997277989205705,-0.11847021458273552,-1.9951917607408862
0.0,2.0943951023931953,0.8455401324185021,0.7579796803378507,0.7483295058327367,-0.6633271822412617,1.4357851455132213,-1.3895535542985533
0.0,2.792526803190927,-0.26320777719272703,1.4172578817610246,-0.26017918764991116,-0.9655603504255093,0.7280569227780578,-1.1184962521824193
0.0,3.490658503988659,0.2632284604706668,4.86592633123041,0.2601991585473531,-0.9655549688605249,-0.7280371192206759,-1.1184897893011003
0.0,4.1887902047863905,-0.8455459202300823,5.5252123154929516,-0.7483333450329495,-0.6633228510399718,-1.4357841272231502,-1.3895538212320186
0.0,4.886921905584122,0.023325771509576022,6.378480525904024,0.023323656340997926,-0.9997279665263381,0.11847470838923939,-1.9951908122891084
0.0,5.585053606381854,-0.09768780035655218,6.806405167432516,-0.09753250355268162,-0.9952323400848397,0.40213931024598765,-1.8614471393668355
0.0,6.283185307179586,1.1411584891057173e-16,6.2831853071795845,1.1411584891057173e-16,-1.0,-1.9071703503191496e-15,-2.0
0.6981317007977318,0.0,-0.4352148198226539,0.2052392364574426,-0.42160520530327655,-0.9067794940674287,-0.21780382414466595,-1.8857917498833827
0.6981317007977318,0.6981317007977318,0.6196849297130168,0.8155826581242153,0.5807787027831651,-0.8140614831777168,1.3089038046237378,-1.4995057450033271
0.6981317007977318,1.3962634015954636,-0.13158489487662822,-0.738854196724452,-0.13120550051355412,-0.9913551919645086,-0.8046468300088616,-1.7305958670680859
0.6981317007977318,2.0943951023931953,1.197394204071786,0.34587854186652717,0.9310916923233779,-0.36478522514815237,1.2701150131333443,-1.3055631946749597
0.6981317007977318,2.792526803190927,-1.0996347553899704,-38.4520214479402,-0.8910416270814923,-0.4539215998473381,-1.574806424285,-1.1836240749049782
0.6981317007977318,3.490658503988659,0.18059338211830503,22.735337055754503,0.17961333712770777,-0.9837372866400096,-0.4977617120752733,-0.2480994391109017
0.6981317007977318,4.1887902047863905,-0.7946482622683413,5.3090117031731285,-0.713617244205594,-0.7005358154815595,-1.54085510276313,-1.2623876868579411
0.6981317007977318,4.886921905584122,0.2787765335781303,6.735135561376812,0.2751796229649008,-0.9613928307954532,0.7119004295100759,-1.86098992790645
0.6981317007977318,5.585053606381854,0.6223008317670924,5.680786820583403,0.582906218343666,-0.8125394394220421,0.016285814556209255,-1.6365183942575037
0.6981317007977318,6.283185307179586,-0.43521534863728245,6.488425163822886,-0.42160568482147887,-0.906779271116302,-0.2178036964933524,-1.8857914005373333
1.3962634015954636,0.0,0.2309456134673003,-2.0868032398698397,0.22889813352673485,-0.9734503811021787,-0.6408982078922558,-0.4800394727771412
1.3962634015954636,0.6981317007977318,0.4927349689045594,-0.03705139041753369,0.4730372779418641,-0.8810424130978892,0.43599436433474703,-1.8803560888531528
1.3962634015954636,1.3962634015954636,-0.9878910895590652,2.097524129000195,-0.8348669825689953,-0.5504517430403332,0.02958967092436382,-0.047744378631313866
1.3962634015954636,2.0943951023931953,1.0402634675254405,8.547379888472307,0.8625375699083427,-0.5059930241580517,1.6316160205045167,0.13316136785422916
1.3962634015954636,2.792526803190927,0.10150105892642618,-28.563808695219883,0.10132686349887106,-0.9948531885326001,0.3867757918801402,-0.03645926676244138
1.3962634015954636,3.490658503988659,0.7683146091857778,33.83703949026186,0.69492429045166,-0.7190829093645995,1.354669527169627,0.03240642697222007
1.3962634015954636,4.1887902047863905,0.720953616807083,38.89338015786416,0.6601013066245345,-0.7511765870902675,1.5900481736478822,-1.1188705148528295
1.3962634015954636,4.886921905584122,1.4029541289094698,5.808635388915254,0.9859475341621938,-0.1670552599575649,0.5290093877037298,-1.0565537311822788
1.3962634015954636,5.585053606381854,0.800248321359931,5.330018169931068,0.7175290759379401,-0.696528553028263,-0.09772461636724128,-1.2756325308964596
1.3962634015954636,6.283185307179586,0.23095504459009217,4.196366221394056,0.22890731424663088,-0.9734482222924824,-0.6408812085155061,-0.4800235313098974
2.0943951023931953,0.0,0.8117268731058446,2.25888690764465,0.7254767701339813,-0.6882466534578767,1.4979367947427642,-0.05318326262086859
2.0943951023931953,0.6981317007977318,0.9405490314226413,7.262024490417495,0.8078817908339478,-0.5893445613891193,1.63773200081629,-1.1473307879147054
2.0943951023931953,1.3962634015954636,-2.004379451007817,37.59088719752213,-0.9074662180062498,0.4201250565931928,-1.0154797223899947,-0.5740243702389825
2.0943951023931953,2.0943951023931953,-1.7388425405444683,14.900101706339095,-0.9859134317204229,0.1672564054177266,-0.26310236219805005,0.8583021041786143
2.0943951023931953,2.792526803190927,-44.222695355174785,-17.18083731904425,-0.2380893991293135,-0.971243243488593,0.7571200446302225,-0.8734773851747887
2.0943951023931953,3.490658503988659,16.697148103808765,-49.98020378527459,-0.8355784285851046,0.5493711766039854,-0.5541535572227265,-0.41021208803680076
2.0943951023931953,4.1887902047863905,13.749788866473347,93.14544827165643,0.9259027052085883,-0.3777620686191482,0.03364028303260902,-0.8292792554156803
2.0943951023931953,4.886921905584122,-0.203911383313785,9.864457812148276,-0.20250121736840995,-0.979282010946955,-0.6281510056135737,-0.07439403016322987
2.0943951023931953,5.585053606381854,0.594849685100185,8.355531355500865,0.560384265108351,-0.8282327423007214,1.4372227974015637,-0.3474477713564489
2.0943951023931953,6.283185307179586,-1.5361943736443564,17.49000204187843,-0.9994014121465212,-0.034595048772032615,-1.9771725716512876,-0.2442699391158813
2.792526803190927,0.0,1.8014364479606662,-23.418964739262876,0.9735202622948244,0.2286007412529899,1.9633160007094168,0.37109423660036195
2.792526803190927,0.6981317007977318,6.516587285455015,-26.657755789501884,0.23128858982654332,-0.9728851875817871,-0.7676636081565532,-1.0186509624003164
2.792526803190927,1.3962634015954636,-14.637709931108816,32.74235774032993,-0.8773221092792736,0.4799019864199005,0.09296901375293021,0.2379616289660338
2.792526803190927,2.0943951023931953,77.13491331659397,77.84523267485518,0.9862712345833915,0.16513343644868783,1.6263368509005047,0.9334536866104248
2.792526803190927,2.792526803190927,1.755007437772056,60.94921466960171,0.9830810581531174,0.1831710487510159,0.0313110447076983,0.489983436874616
2.792526803190927,3.490658503988659,2.001988374167075,22.590632682415716,0.908468174238392,0.41795403622403593,0.3442515605923122,1.2435808362285843
2.792526803190927,4.1887902047863905,-43.08398862399063,-38.79496232887827,0.7822743526134942,-0.6229340552924831,-0.10704313670106458,-1.080224338591013
2.792526803190927,4.886921905584122,7.976351413537731,-5.807311156191116,0.9925221568436352,0.12206460655922494,1.4506378052999547,-0.7668279924871648
2.792526803190927,5.585053606381854,-0.09355288271413181,-19.95566821695049,-0.09341647773605057,-0.9956271198030867,-0.9873796862548835,-1.4437674793052337
2.792526803190927,6.283185307179586,0.25891519631851145,-27.0180494014022,0.2560320574256792,-0.9666682913856095,-0.6949154463817242,-0.6573159922144727
3.490658503988659,0.0,5.406522587939351,61.26242831743079,-0.7686082385652602,-0.6397197633414244,-1.7686072979599425,-0.6410913353412092
3.490658503988659,0.6981317007977318,9.448896564387129,56.90698064840762,-0.024116265358837163,0.9997091605787866,0.3265785006147253,0.06321934156378617
3.490658503988659,1.3962634015954636,-4.078654552923417,26.81660343305727,0.8058217607147671,0.5921581629586412,1.7994366209776191,0.7049832907663811
3.490658503988659,2.0943951023931953,51.644273481357295,29.858919115805207,0.9816235416496524,-0.1908277298486598,-0.018281392882605774,-0.20461619959844038
3.490658503988659,2.792526803190927,3.3298280801530384,6.4182678452851745,-0.18712578326095602,0.9823359614912679,-0.052453685593449206,-0.008554257508714747
3.490658503988659,3.490658503988659,12.993780814271947,-52.015299014480235,0.4145153674939686,-0.9100423122642926,-0.5695032608069981,-0.7319767649041025
3.490658503988659,4.1887902047863905,-17.675536757660282,-9.450421043354538,0.9223112403266622,-0.3864478955397403,0.9479515126604791,0.6132233386340993
3.490658503988659,4.886921905584122,38.74774452613459,59.34338115373798,0.8667420776340534,-0.49875662487690775,1.2067066863073297,0.4416816053379353
3.490658503988659,5.585053606381854,4.745983946999986,-21.697946458500336,-0.9994357421815255,-0.033588647636712744,-1.2884549046787537,0.9237346643689026
3.490658503988659,6.283185307179586,4.153464734884892,63.07026914522578,-0.8478260466040753,0.5302744522411996,-0.6116622457374168,-0.44143880750172126
4.1887902047863905,0.0,6.1634767032280156,-11.721080883736873,-0.11942290169719853,-0.9928434773670124,0.6287404823588448,-1.656358021863069
4.1887902047863905,0.6981317007977318,4.612740726040863,-31.38886876179569,-0.9950392196945002,0.09948342208508987,-0.9679847470751525,-0.9001505386781932
4.1887902047863905,1.3962634015954636,6.948117564346156,1.9923488805448564,0.6170058233395587,-0.7869585846568251,1.5294605934205745,-0.37778100394595515
4.1887902047863905,2.0943951023931953,1.6450281912702587,-18.64767652205918,0.9972460800898206,0.07416370908663539,1.1977569955528204,-0.9055277590706563
4.1887902047863905,2.792526803190927,45.67032230208436,98.14079676657273,0.9931365668112361,0.11696050471159561,0.3104562040724802,0.8476776335178667
4.1887902047863905,3.490658503988659,25.092257167046977,43.43830325650238,-0.04047300395634318,-0.9991806322936558,-0.5580304833139733,-1.854829073863543
4.1887902047863905,4.1887902047863905,4.149971550268778,5.723308777512423,-0.8459685310872896,0.533232823830279,-1.3770501140889384,-0.31408786646145626
4.1887902047863905,4.886921905584122,8.58302042820957,-38.39722692757972,0.7458150569443316,0.6661530611166802,0.10304017616738304,-0.09990206264542845
4.1887902047863905,5.585053606381854,8.254712264891872,-32.20976582536105,0.9207762271064232,0.3900911939478521,0.20772593077157486,-0.31102168918637263
4.1887902047863905,6.283185307179586,7.1883117228256435,21.90672499499808,0.7865032337902164,-0.6175861585540371,0.8708265637142173,0.3788522871266422
4.886921905584122,0.0,6.052236229614833,2.086799329469808,-0.22890150565234776,-0.9734495881708966,0.6408967651940244,-0.48004208110127256
4.886921905584122,0.6981317007977318,5.482944586896139,0.9531867911120804,-0.7175237815504077,-0.6965340070015266,0.09774129222788641,-1.2756219618730404
4.886921905584122,1.3962634015954636,4.880196671392438,0.47434089469989715,-0.9859532981306176,-0.16702123788715462,-0.5292010877938226,-1.0566152005197997
